-125.005	2.012	-5.27253e-08	3.18303e-07	2
-125.412	3.04328	-3.91423e-06	2.73119e-05	2
-125.809	4.08512	-6.47664e-06	5.38605e-05	2
-126.19	5.12553	-7.70167e-06	7.9655e-05	2
-126.553	6.15259	-7.61237e-06	0.000104421	2
-126.904	7.1902	-6.22096e-06	0.000128745	2
-127.241	8.22642	-3.53536e-06	0.000152342	2
-127.563	9.26127	4.29991e-07	0.000175223	2
-127.87	10.2947	5.66064e-06	0.000197397	2
-128.164	11.3269	1.21421e-05	0.000218873	2
-128.443	12.3577	1.986e-05	0.000239662	2
-128.708	13.3871	2.87999e-05	0.000259771	2
-128.96	14.4153	3.89473e-05	0.000279212	2
-129.198	15.4421	5.02877e-05	0.000297992	2
-129.423	16.4677	6.28067e-05	0.000316122	2
-129.634	17.492	7.64899e-05	0.000333611	2
-129.832	18.515	9.13228e-05	0.000350468	2
-130.018	19.5368	0.000107291	0.000366703	2
-130.19	20.5573	0.00012438	0.000382325	2
-130.35	21.5767	0.000142575	0.000397344	2
-130.498	22.5948	0.000161863	0.000411768	2
-130.634	23.6117	0.000182227	0.000425608	2
-130.757	24.6274	0.000203655	0.000438873	2
-130.869	25.6419	0.000226132	0.000451573	2
-130.969	26.6553	0.000249642	0.000463716	2
-131.057	27.6676	0.000274172	0.000475312	2
-131.133	28.6671	0.000299409	0.000486247	2
-131.199	29.677	0.000325923	0.000496783	2
-131.254	30.6859	0.000353415	0.000506801	2
-131.299	31.6937	0.000381868	0.00051631	2
-131.332	32.7004	0.000411269	0.000525318	2
-131.355	33.706	0.000441604	0.000533837	2
-131.368	34.7106	0.000472857	0.000541874	2
-131.37	35.7141	0.000505014	0.000549439	2
-131.363	36.7166	0.000538061	0.000556542	2
-131.346	37.7181	0.000571983	0.000563193	2
-131.319	38.7186	0.000606767	0.0005694	2
-131.283	39.718	0.000642396	0.000575173	2
-131.237	40.7165	0.000678858	0.000580522	2
-131.182	41.714	0.000716138	0.000585455	2
-131.119	42.7106	0.00075422	0.000589983	2
-131.046	43.7062	0.000793091	0.000594114	2
-130.965	44.7008	0.000832737	0.000597858	2
-130.876	45.6946	0.000873142	0.000601225	2
-130.778	46.6875	0.000914292	0.000604224	2
-130.672	47.6794	0.000956174	0.000606865	2
-130.559	48.6705	0.000998772	0.000609156	2
-130.437	49.6607	0.00104207	0.000611107	2
-130.308	50.65	0.00108606	0.000612728	2
-130.174	51.6272	0.0011302	0.000614015	2
-130.03	52.6149	0.00117551	0.000615007	2
-129.879	53.6017	0.00122147	0.000615697	2
-129.722	54.5878	0.00126806	0.000616093	2
-129.558	55.5731	0.00131526	0.000616207	2
-129.387	56.5575	0.00136306	0.000616047	2
-129.21	57.5413	0.00141145	0.000615622	2
-129.027	58.5242	0.00146041	0.000614941	2
-128.838	59.5064	0.00150993	0.000614016	2
-128.643	60.4879	0.00155999	0.000612853	2
-128.442	61.4687	0.00161058	0.000611464	2
-128.236	62.4488	0.00166169	0.000609858	2
-128.024	63.4282	0.00171329	0.000608043	2
-127.807	64.4069	0.00176538	0.00060603	2
-127.586	65.3849	0.00181794	0.000603828	2
-127.359	66.3623	0.00187096	0.000601445	2
-127.128	67.339	0.00192442	0.000598893	2
-126.892	68.3151	0.00197831	0.000596179	2
-126.652	69.2906	0.00203261	0.000593314	2
-126.408	70.2655	0.00208731	0.000590307	2
-126.16	71.2398	0.00214239	0.000587167	2
-125.908	72.2136	0.00219785	0.000583904	2
-125.653	73.1867	0.00225366	0.000580527	2
-125.394	74.1593	0.00230981	0.000577045	2
-125.135	75.1203	0.00236563	0.00057351	2
-124.87	76.0918	0.00242242	0.000569849	2
-124.602	77.0628	0.0024795	0.000566112	2
-124.331	78.0334	0.00253687	0.000562307	2
-124.058	79.0034	0.0025945	0.000558445	2
-123.782	79.973	0.00265239	0.000554535	2
-123.504	80.9421	0.00271052	0.000550587	2
-123.224	81.9108	0.00276888	0.000546609	2
-122.941	82.879	0.00282745	0.000542612	2
-122.658	83.8468	0.00288621	0.000538604	2
-122.372	84.8142	0.00294515	0.000534595	2
-122.086	85.7812	0.00300427	0.000530594	2
-121.798	86.7478	0.00306353	0.000526612	2
-121.509	87.714	0.00312294	0.000522656	2
-121.219	88.6799	0.00318247	0.000518738	2
-120.929	89.6454	0.00324211	0.000514865	2
-120.638	90.6106	0.00330184	0.000511048	2
-120.347	91.5754	0.00336166	0.000507297	2
-120.055	92.54	0.00342154	0.000503619	2
-119.764	93.5042	0.00348148	0.000500025	2
-119.473	94.4682	0.00354145	0.000496525	2
-119.182	95.4319	0.00360144	0.000493127	2
-118.891	96.3953	0.00366145	0.000489841	2
-118.605	97.3474	0.00372076	0.000486712	2
